,Unnamed: 0,id,id,,sex,bizflag,zip,zip_bins,numords,dollars,last,sincepurch,version1,owntaxprod,upgraded,res1,sex_F,sex_M,sex_U,median_house_income,state,zip_bins_2,zip_bins_3,zip_bins_4,zip_bins_5,zip_bins_6,zip_bins_7,zip_bins_8,zip_bins_9,zip_bins_10,zip_bins_11,zip_bins_12,zip_bins_13,zip_bins_14,p_final
345,345,346,328,,M,0,801,3,2,154.5,2,8,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.257784775
348,348,349,329,,U,1,801,3,1,79.5,26,17,0,0,1,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14267869
351,351,352,332,,U,0,801,3,2,117,8,36,1,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.351591748
352,352,353,333,,U,1,801,3,1,44.5,13,15,0,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11521496
353,353,354,334,,U,1,801,3,1,8.5,17,19,1,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.177239747
354,354,355,336,,M,0,801,3,2,29,10,30,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.301984908
355,355,356,337,,M,0,801,3,1,102,22,17,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.092188335
357,357,358,338,,M,0,801,3,4,222,28,23,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.238588042
358,358,359,340,,U,1,801,3,1,79.5,30,11,0,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.054576556
359,359,360,341,,U,1,801,3,1,40,17,9,0,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.095231668
360,360,361,343,,M,0,801,3,3,140.5,12,7,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.198330104
361,361,362,346,,M,0,801,3,3,66.5,22,7,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.120834147
363,363,364,349,,M,0,801,3,1,179.5,2,22,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.416370409
365,365,366,352,,F,0,801,3,2,43.5,11,13,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.148530487
367,367,368,353,,M,0,801,3,1,9.5,14,6,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.118090758
370,370,371,354,,M,0,801,3,1,18.5,11,13,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13690581
372,372,373,355,,M,0,801,3,4,163,28,16,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.121291584
374,374,375,356,,F,0,801,3,1,104.5,21,6,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.086182697
376,376,377,358,,M,0,801,3,3,50,28,10,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.091090406
377,377,378,359,,M,0,801,3,2,46,13,16,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.151066839
378,378,379,360,,F,1,801,3,1,19.5,19,6,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.075398098
382,382,383,361,,F,0,801,3,2,41.5,25,2,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.078545804
383,383,384,362,,F,0,801,3,1,49,17,6,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.097352491
384,384,385,364,,M,0,801,3,2,56.5,21,20,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.202988781
388,388,389,366,,M,0,801,3,2,69,35,14,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.057243842
389,389,390,368,,M,0,801,3,1,54.5,12,22,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.271706854
394,394,395,371,,M,0,801,3,3,120,7,28,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.400401245
395,395,396,373,,M,0,801,3,1,104.5,23,2,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.086832557
396,396,397,375,,F,0,801,3,1,24.5,32,31,1,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.096756052
397,397,398,377,,F,0,801,3,2,129,19,12,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.114456781
399,399,400,378,,M,0,801,3,2,214.5,34,4,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.069696863
400,400,401,379,,U,1,801,3,1,67,8,5,0,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.145006378
402,402,403,383,,F,0,801,3,2,79,10,22,1,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.288693796
403,403,404,384,,F,0,801,3,1,129.5,13,29,0,0,1,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.258937432
406,406,407,385,,M,0,801,3,2,39.5,27,6,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.079698747
411,411,412,389,,M,0,801,3,1,104.5,31,7,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.060272622
413,413,414,390,,M,1,801,3,2,78.5,26,7,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.076313134
415,415,416,395,,M,0,801,3,2,89,32,3,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.066516531
417,417,418,396,,F,0,801,3,4,192,20,22,1,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.286902755
419,419,420,397,,M,0,801,3,2,8,30,22,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.146472125
420,420,421,398,,M,0,801,3,1,45.5,19,32,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.190862017
422,422,423,400,,U,0,801,3,2,111.5,17,31,1,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.254488442
425,425,426,401,,M,0,801,3,2,44,19,24,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.217966225
427,427,428,403,,M,0,801,3,3,73.5,6,24,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.397967984
428,428,429,404,,M,0,801,3,4,264,5,9,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.327579914
432,432,433,407,,F,0,801,3,2,81.5,24,28,1,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.169200539
436,436,437,412,,M,0,801,3,1,81.5,12,27,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.279343882
437,437,438,414,,M,0,801,3,1,36,24,17,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.078312659
438,438,439,416,,M,0,801,3,1,24.5,17,17,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1062974
440,440,441,418,,M,0,801,3,2,107,15,30,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.292118061
441,441,442,420,,M,0,801,3,3,376.5,28,7,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.128215873
442,442,443,421,,M,0,801,3,3,63.5,9,33,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.362487304
446,446,447,423,,F,1,801,3,4,137,13,10,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.178525803
448,448,449,426,,M,1,801,3,3,82.5,17,11,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13526637
451,451,452,428,,F,1,801,3,2,84,1,6,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.205635102
452,452,453,429,,U,0,801,3,1,9.5,30,22,0,0,1,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12725692
453,453,454,433,,U,0,801,3,3,303.5,12,23,1,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.394505379
457,457,458,437,,M,0,801,3,3,93,30,19,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.168392639
458,458,459,438,,M,0,801,3,4,57.5,8,17,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.248965149
462,462,463,439,,M,0,801,3,1,29.5,34,5,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.047962931
463,463,464,441,,M,0,801,3,1,8.5,31,13,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.054520728
465,465,466,442,,M,0,801,3,1,39.5,8,34,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.289249247
466,466,467,443,,M,0,801,3,3,64.5,11,25,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.33774196
468,468,469,447,,M,0,801,3,5,299.5,22,10,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20632926
470,470,471,449,,M,0,801,3,2,20.5,1,1,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.235917189
472,472,473,452,,M,1,801,3,1,9.5,27,31,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.127555632
473,473,474,453,,M,1,801,3,1,19.5,25,10,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.063662015
474,474,475,454,,M,0,801,3,3,78.5,11,11,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.195395758
475,475,476,458,,M,0,801,3,1,22,14,20,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.224915027
477,477,478,459,,M,0,801,3,1,12,9,13,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.148181021
480,480,481,464,,M,0,801,3,1,54.5,35,15,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.047604436
482,482,483,466,,M,0,801,3,3,178.5,20,12,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.148620579
483,483,484,467,,M,0,801,3,4,93,25,18,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.128891407
485,485,486,469,,M,0,801,3,5,429.5,1,1,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.461529905
487,487,488,471,,M,0,801,3,2,149,13,3,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.165166061
489,489,490,473,,F,0,801,3,2,56,4,35,0,0,1,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.376933074
492,492,493,474,,U,1,801,3,1,79.5,33,10,0,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.047278012
494,494,495,475,,M,0,801,3,3,248.5,1,3,0,1,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.361235829
495,495,496,476,,M,0,801,3,2,85,25,16,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.092792481
497,497,498,478,,F,0,801,3,2,19.5,3,2,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.199671532
498,498,499,481,,F,1,801,3,1,84.5,9,13,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.127779001
501,501,502,483,,M,0,801,3,5,231,8,4,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.323897035
502,502,503,484,,U,1,801,3,2,134,16,24,0,0,1,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.260914775
505,505,506,486,,M,0,801,3,1,94.5,22,1,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.089802752
508,508,509,488,,M,0,801,3,2,56,4,11,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.219151034
509,509,510,490,,M,0,801,3,2,46.5,12,28,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.308023239
510,510,511,493,,F,0,801,3,1,67,18,15,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.095831609
511,511,512,495,,F,0,801,3,2,41.5,4,27,0,0,1,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.370572976
513,513,514,496,,M,0,801,3,4,317.5,27,2,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.146235941
515,515,516,498,,F,0,801,3,3,65,17,7,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.135926763
516,516,517,499,,F,0,801,3,1,48,17,10,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.097686941
517,517,518,502,,F,0,801,3,1,59.5,15,17,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.109016767
518,518,519,503,,M,0,801,3,1,94.5,19,16,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.104579676
519,519,520,506,,M,0,801,3,1,34.5,24,8,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07737954
520,520,521,509,,M,0,801,3,1,44.5,21,3,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.089247037
522,522,523,510,,F,0,801,3,2,63,29,8,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.067276926
523,523,524,511,,F,0,801,3,2,108,15,12,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.133436307
529,529,530,512,,M,0,801,3,1,49.5,1,20,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.364793946
530,530,531,514,,M,0,801,3,1,17.5,17,4,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.103991412
532,532,533,516,,M,0,801,3,1,35.5,5,3,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.177478489
533,533,534,517,,M,0,801,3,2,70.5,13,34,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.282184566
535,535,536,518,,M,0,801,3,2,225,18,28,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.267398553
536,536,537,519,,M,0,801,3,1,51.5,27,9,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.068683792
537,537,538,520,,M,0,801,3,1,39.5,19,27,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.206271737
542,542,543,521,,M,0,801,3,3,72.5,27,32,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.206697374
543,543,544,523,,M,0,801,3,2,89,13,25,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.307314854
544,544,545,524,,U,1,801,3,1,79.5,36,25,1,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.083671526
545,545,546,530,,U,1,801,3,1,13.5,31,12,0,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.048380222
546,546,547,531,,U,0,801,3,1,39.5,33,24,1,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.104557772
547,547,548,533,,U,0,801,3,1,19.5,20,14,0,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.093226361
548,548,549,534,,M,1,801,3,1,67,29,9,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05555141
549,549,550,536,,M,1,801,3,2,83,8,12,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17052079
551,551,552,537,,U,1,801,3,2,48,30,36,1,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125811464
553,553,554,538,,M,0,801,3,2,29,12,31,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.281583819
554,554,555,543,,M,0,801,3,2,132,36,13,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.058524539
555,555,556,544,,M,0,801,3,1,54.5,9,8,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.153844954
557,557,558,545,,M,0,801,3,1,40,29,17,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.122426377
560,560,561,546,,M,0,801,3,1,14.5,24,8,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.075702676
561,561,562,547,,M,0,801,3,4,103,9,3,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24645327
562,562,563,548,,M,0,801,3,1,24.5,20,33,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.196571555
563,563,564,549,,M,0,801,3,3,155.5,3,10,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.283894942
564,564,565,550,,M,0,801,3,2,99,7,34,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.354380763
565,565,566,552,,M,0,801,3,2,74,15,22,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.260290294
567,567,568,554,,M,0,801,3,1,12,19,11,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.095225189
568,568,569,555,,M,0,801,3,4,208,26,4,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.136834721
570,570,571,556,,M,0,801,3,2,204,18,34,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.26399768
572,572,573,558,,M,0,801,3,1,194.5,21,32,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.202996366
577,577,578,561,,M,0,801,3,1,19.5,23,10,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.079893494
578,578,579,562,,M,0,801,3,1,84.5,22,30,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.174992211
581,581,582,563,,M,0,801,3,2,22,7,18,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.32935056
583,583,584,564,,M,1,801,3,1,13,28,1,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.054304113
584,584,585,565,,M,1,801,3,2,29,24,25,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17101107
585,585,586,566,,M,1,801,3,3,56,28,11,0,1,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.092540874
587,587,588,568,,M,0,801,3,1,4,17,23,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.215068009
588,588,589,569,,M,0,801,3,2,83,13,26,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.283169051
589,589,590,571,,M,0,801,3,3,95,30,8,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.087104929
590,590,591,573,,M,0,801,3,3,226,23,6,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.136272909
592,592,593,578,,M,0,801,3,3,178.5,31,35,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.178624573
594,594,595,579,,M,0,801,3,3,77,13,14,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.180440657
595,595,596,582,,M,0,801,3,2,79,15,6,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.141902194
596,596,597,584,,M,0,801,3,1,54,27,13,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0691942
598,598,599,585,,F,0,801,3,1,14.5,20,7,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.081909944
599,599,600,586,,F,0,801,3,4,60.5,3,1,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.272151641
603,603,604,588,,M,1,801,3,1,17.5,16,7,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.095825581
604,604,605,589,,M,1,801,3,2,99,32,14,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.059496974
605,605,606,590,,M,1,801,3,1,29.5,11,1,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.120496921
606,606,607,591,,M,0,801,3,2,51.5,9,3,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.177126843
608,608,609,593,,M,0,801,3,1,84.5,18,10,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.107485665
610,610,611,595,,F,0,801,3,1,19.5,15,8,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.103447482
611,611,612,596,,F,0,801,3,1,102,16,10,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.108212023
612,612,613,597,,F,0,801,3,2,55.5,18,25,1,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.209841615
615,615,616,599,,U,0,801,3,1,94.5,29,30,1,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.132981338
617,617,618,600,,M,0,801,3,1,49.5,17,23,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.224319561
618,618,619,604,,M,0,801,3,1,99.5,4,11,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.198192092
622,622,623,605,,U,0,801,3,1,24.5,34,29,1,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.098932765
624,624,625,606,,M,0,801,3,4,238.5,4,12,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.332775254
625,625,626,607,,M,0,801,3,1,19.5,25,3,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.072257171
629,629,630,609,,M,1,801,3,2,29,16,25,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.235327169
630,630,631,611,,M,0,801,3,2,29,5,26,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.355982212
632,632,633,612,,M,1,801,3,4,22,4,17,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.251460401
633,633,634,613,,M,1,801,3,4,411,27,30,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.264618189
634,634,635,616,,M,0,801,3,2,154,6,17,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22323869
636,636,637,618,,M,0,801,3,2,161.5,7,35,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.397898482
638,638,639,619,,M,0,801,3,1,84.5,13,27,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.270091049
639,639,640,623,,M,0,801,3,1,6.5,22,36,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.178656582
640,640,641,625,,M,0,801,3,3,151,17,6,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.163070162
641,641,642,626,,M,0,801,3,1,134.5,25,17,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.083275445
643,643,644,630,,U,0,801,3,2,39,12,5,0,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.156522977
644,644,645,631,,M,0,801,3,1,174.5,20,8,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.107895633
646,646,647,633,,M,0,801,3,5,136,1,23,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.593006261
647,647,648,634,,M,0,801,3,1,121,12,11,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.145276968
648,648,649,635,,M,1,801,3,1,4.5,25,19,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.136621969
651,651,652,637,,M,0,801,3,3,348,33,6,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.099581312
652,652,653,639,,F,0,801,3,1,3.5,16,8,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09722254
654,654,655,640,,M,0,801,3,3,118.5,19,20,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.287955574
655,655,656,641,,M,0,801,3,2,28.5,17,28,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.233087947
656,656,657,642,,M,0,802,3,1,39.5,2,2,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.201005117
657,657,658,644,,M,0,802,3,1,24.5,33,25,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.101737307
658,658,659,645,,M,0,804,3,1,6,7,10,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.159789542
659,659,660,647,,M,0,804,3,2,45,2,10,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.234169794
663,663,664,648,,M,0,804,3,1,39.5,12,25,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.268934803
